Total Nacional;Comunidades y Ciudades Autónomas;Tipo de indicador;periodo;Total
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2016;112.047
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2014;104.601
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2013;111.935
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2012;115.719
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2011;110.105
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2010;115.490
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2009;113.708
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2008;123.973
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2007;137.120
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2006;136.498
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2005;140.350
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2004;145.585
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2003;136.376
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2002;116.740
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2001;112.347
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2000;98.864
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2022;66.445
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2020;61.740
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2018;67.141
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2016;73.179
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2014;67.890
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2013;69.626
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2012;75.522
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2011;74.042
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2010;78.298
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2009;79.683
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2008;90.963
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2007;98.774
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2006;111.253
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2005;108.617
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2004;114.719
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2003;114.108
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2002;97.182
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2001;95.105
Total Nacional;11 Extremadura;1. Volumen total de agua registrada y distribuida por tipo de usuario;2000;81.855
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2022;32.634
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2020;30.607
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2018;34.225
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2016;38.868
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2014;36.711
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2013;42.309
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2012;40.197
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2011;36.063
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2010;37.192
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2009;34.025
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2008;33.010
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2007;38.346
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2006;..
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2005;..
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2004;..
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2003;..
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2002;..
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2001;..
Total Nacional;11 Extremadura;2. Volumen de agua no registrada;2000;..
Total Nacional;11 Extremadura;- Pérdidas reales;2022;24.359
Total Nacional;11 Extremadura;- Pérdidas reales;2020;20.005
Total Nacional;11 Extremadura;- Pérdidas reales;2018;24.026
Total Nacional;11 Extremadura;- Pérdidas reales;2016;28.478
Total Nacional;11 Extremadura;- Pérdidas reales;2014;25.147
Total Nacional;11 Extremadura;- Pérdidas reales;2013;26.319
Total Nacional;11 Extremadura;- Pérdidas reales;2012;27.736
Total Nacional;11 Extremadura;- Pérdidas reales;2011;23.585
Total Nacional;11 Extremadura;- Pérdidas reales;2010;24.353
Total Nacional;11 Extremadura;- Pérdidas reales;2009;20.075
Total Nacional;11 Extremadura;- Pérdidas reales;2008;22.117
Total Nacional;11 Extremadura;- Pérdidas reales;2007;20.446
Total Nacional;11 Extremadura;- Pérdidas reales;2006;25.245
Total Nacional;11 Extremadura;- Pérdidas reales;2005;31.733
Total Nacional;11 Extremadura;- Pérdidas reales;2004;30.866
Total Nacional;11 Extremadura;- Pérdidas reales;2003;22.268
Total Nacional;11 Extremadura;- Pérdidas reales;2002;19.558
Total Nacional;11 Extremadura;- Pérdidas reales;2001;17.242
Total Nacional;11 Extremadura;- Pérdidas reales;2000;17.009
Total Nacional;11 Extremadura;- Pérdidas aparentes;2022;8.275
Total Nacional;11 Extremadura;- Pérdidas aparentes;2020;10.602
Total Nacional;11 Extremadura;- Pérdidas aparentes;2018;10.199
Total Nacional;11 Extremadura;- Pérdidas aparentes;2016;10.390
Total Nacional;11 Extremadura;- Pérdidas aparentes;2014;11.564
Total Nacional;11 Extremadura;- Pérdidas aparentes;2013;15.990
Total Nacional;11 Extremadura;- Pérdidas aparentes;2012;12.461
Total Nacional;11 Extremadura;- Pérdidas aparentes;2011;12.478
Total Nacional;11 Extremadura;- Pérdidas aparentes;2010;12.839
Total Nacional;11 Extremadura;- Pérdidas aparentes;2009;13.950
Total Nacional;11 Extremadura;- Pérdidas aparentes;2008;10.893
Total Nacional;11 Extremadura;- Pérdidas aparentes;2007;17.900
Total Nacional;11 Extremadura;- Pérdidas aparentes;2006;..
Total Nacional;11 Extremadura;- Pérdidas aparentes;2005;..
Total Nacional;11 Extremadura;- Pérdidas aparentes;2004;..
Total Nacional;11 Extremadura;- Pérdidas aparentes;2003;..
Total Nacional;11 Extremadura;- Pérdidas aparentes;2002;..
Total Nacional;11 Extremadura;- Pérdidas aparentes;2001;..
Total Nacional;11 Extremadura;- Pérdidas aparentes;2000;..
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2022;283.704
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2020;242.880
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2018;236.572
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2016;258.671
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2014;243.137
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2013;247.402
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2012;260.696
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2011;240.918
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2010;252.478
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2009;278.831
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2008;291.140
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2007;283.261
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2006;275.924
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2005;282.564
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2004;295.173
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2003;291.997
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2002;313.451
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2001;318.596
Total Nacional;12 Galicia;Volumen de agua suministrada a la red de abastecimiento público;2000;295.788
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2022;171.335
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2020;177.892
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2018;176.868
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2016;187.900
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2014;186.405
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2013;184.559
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2012;189.873
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2011;182.743
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2010;188.948
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2009;197.023
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2008;206.568
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2007;213.865
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2006;229.631
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2005;235.015
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2004;239.245
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2003;236.681
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2002;261.066
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2001;270.868
Total Nacional;12 Galicia;1. Volumen total de agua registrada y distribuida por tipo de usuario;2000;255.670
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2022;112.369
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2020;64.988
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2018;59.704
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2016;70.771
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2014;56.732
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2013;62.843
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2012;70.823
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2011;58.175
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2010;63.530
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2009;81.808
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2008;84.572
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2007;69.396
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2006;..
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2005;..
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2004;..
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2003;..
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2002;..
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2001;..
Total Nacional;12 Galicia;2. Volumen de agua no registrada;2000;..
Total Nacional;12 Galicia;- Pérdidas reales;2022;73.254
Total Nacional;12 Galicia;- Pérdidas reales;2020;39.235
Total Nacional;12 Galicia;- Pérdidas reales;2018;39.934
Total Nacional;12 Galicia;- Pérdidas reales;2016;55.556
Total Nacional;12 Galicia;- Pérdidas reales;2014;39.769
Total Nacional;12 Galicia;- Pérdidas reales;2013;44.556
Total Nacional;12 Galicia;- Pérdidas reales;2012;48.868
Total Nacional;12 Galicia;- Pérdidas reales;2011;40.723
Total Nacional;12 Galicia;- Pérdidas reales;2010;49.554
Total Nacional;12 Galicia;- Pérdidas reales;2009;40.086
Total Nacional;12 Galicia;- Pérdidas reales;2008;53.280
Total Nacional;12 Galicia;- Pérdidas reales;2007;44.413
Total Nacional;12 Galicia;- Pérdidas reales;2006;46.293
Total Nacional;12 Galicia;- Pérdidas reales;2005;47.549
Total Nacional;12 Galicia;- Pérdidas reales;2004;55.928
Total Nacional;12 Galicia;- Pérdidas reales;2003;55.316
Total Nacional;12 Galicia;- Pérdidas reales;2002;52.385
Total Nacional;12 Galicia;- Pérdidas reales;2001;47.728
Total Nacional;12 Galicia;- Pérdidas reales;2000;40.118
Total Nacional;12 Galicia;- Pérdidas aparentes;2022;39.115
Total Nacional;12 Galicia;- Pérdidas aparentes;2020;25.753
Total Nacional;12 Galicia;- Pérdidas aparentes;2018;19.770
Total Nacional;12 Galicia;- Pérdidas aparentes;2016;15.215
Total Nacional;12 Galicia;- Pérdidas aparentes;2014;16.963
Total Nacional;12 Galicia;- Pérdidas aparentes;2013;18.287
Total Nacional;12 Galicia;- Pérdidas aparentes;2012;21.955
Total Nacional;12 Galicia;- Pérdidas aparentes;2011;17.452
Total Nacional;12 Galicia;- Pérdidas aparentes;2010;13.976
Total Nacional;12 Galicia;- Pérdidas aparentes;2009;41.722
Total Nacional;12 Galicia;- Pérdidas aparentes;2008;31.292
Total Nacional;12 Galicia;- Pérdidas aparentes;2007;24.983
Total Nacional;12 Galicia;- Pérdidas aparentes;2006;..
Total Nacional;12 Galicia;- Pérdidas aparentes;2005;..
Total Nacional;12 Galicia;- Pérdidas aparentes;2004;..
Total Nacional;12 Galicia;- Pérdidas aparentes;2003;..
Total Nacional;12 Galicia;- Pérdidas aparentes;2002;..
Total Nacional;12 Galicia;- Pérdidas aparentes;2001;..
Total Nacional;12 Galicia;- Pérdidas aparentes;2000;..
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2022;504.382
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2020;500.916
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2018;491.816
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2016;490.951
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2014;504.814
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2013;509.232
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2012;526.020
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2011;553.894
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2010;550.816
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2009;563.438
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2008;561.529
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2007;573.119
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2006;513.849
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2005;562.280
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2004;592.053
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2003;608.389
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2002;562.789
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2001;574.261
Total Nacional;13 Madrid, Comunidad de;Volumen de agua suministrada a la red de abastecimiento público;2000;558.887
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2022;435.202
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2020;436.216
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2018;421.750
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2016;418.022
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2014;406.951
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2013;414.258
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2012;429.556
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2011;446.421
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2010;440.375
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2009;450.493
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2008;460.768
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2007;465.111
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2006;450.694
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2005;489.181
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2004;510.612
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2003;522.697
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2002;487.808
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2001;495.169
Total Nacional;13 Madrid, Comunidad de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2000;482.722
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2022;69.180
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2020;64.700
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2018;70.066
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2016;72.929
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2014;97.863
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2013;94.974
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2012;96.464
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2011;107.473
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2010;110.441
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2009;112.945
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2008;100.761
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2007;108.008
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2006;..
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2005;..
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2004;..
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2003;..
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2002;..
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2001;..
Total Nacional;13 Madrid, Comunidad de;2. Volumen de agua no registrada;2000;..
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2022;9.400
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2020;19.846
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2018;10.353
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2016;13.564
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2014;23.194
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2013;30.059
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2012;31.968
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2011;36.743
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2010;36.445
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2009;44.049
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2008;48.365
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2007;55.560
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2006;63.155
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2005;73.099
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2004;81.441
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2003;85.692
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2002;74.981
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2001;79.092
Total Nacional;13 Madrid, Comunidad de;- Pérdidas reales;2000;76.165
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2022;59.780
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2020;44.854
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2018;59.713
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2016;59.365
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2014;74.669
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2013;64.915
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2012;64.496
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2011;70.730
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2010;73.996
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2009;68.896
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2008;52.396
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2007;52.448
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2006;..
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2005;..
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2004;..
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2003;..
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2002;..
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2001;..
Total Nacional;13 Madrid, Comunidad de;- Pérdidas aparentes;2000;..
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2022;132.868
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2020;128.941
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2018;124.763
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2016;128.559
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2014;125.414
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2013;123.666
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2012;132.644
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2011;134.015
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2010;135.131
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2009;143.650
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2008;148.200
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2007;145.630
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2006;140.936
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2005;140.320
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2004;145.789
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2003;121.499
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2002;124.215
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2001;123.985
Total Nacional;14 Murcia, Región de;Volumen de agua suministrada a la red de abastecimiento público;2000;93.211
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2022;107.767
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2020;105.007
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2018;103.322
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2016;103.973
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2014;100.916
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2013;99.241
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2012;106.673
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2011;107.581
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2010;106.829
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2009;113.497
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2008;112.893
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2007;114.106
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2006;120.262
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2005;123.073
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2004;117.347
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2003;102.649
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2002;102.426
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2001;100.637
Total Nacional;14 Murcia, Región de;1. Volumen total de agua registrada y distribuida por tipo de usuario;2000;73.847
Total Nacional;14 Murcia, Región de;2. Volumen de agua no registrada;2022;25.101
Total Nacional;14 Murcia, Región de;2. Volumen de agua no registrada;2020;23.934
Total Nacional;14 Murcia, Región de;2. Volumen de agua no registrada;2018;21.441
Total Nacional;14 Murcia, Región de;2. Volumen de agua no registrada;2016;24.586
Total Nacional;14 Murcia, Región de;2. Volumen de agua no registrada;2014;24.498
Total Nacional;14 Murcia, Región de;2. Volumen de agua no registrada;2013;24.425
Total Nacional;14 Murcia, Región de;2. Volumen de agua no registrada;2012;25.971
Total Nacional;14 Murcia, Región de;2. Volumen de agua no registrada;2011;26.434
Total Nacional;14 Murcia, Región de;2. Volumen de agua no registrada;2010;28.302
Total Nacional;14 Murcia, Región de;2. Volumen de agua no registrada;2009;30.153
Total Nacional;14 Murcia, Región de;2. Volumen de agua no registrada;2008;35.307
Total Nacional;14 Murcia, Región de;2. Volumen de agua no registrada;2007;31.524
Total Nacional;14 Murcia, Región de;2. Volumen de agua no registrada;2006;..
Total Nacional;14 Murcia, Región de;2. Volumen de agua no registrada;2005;..
Total Nacional;14 Murcia, Región de;2. Volumen de agua no registrada;2004;..
Total Nacional;14 Murcia, Región de;2. Volumen de agua no registrada;2003;..
