Total Nacional;Comunidades y Ciudades Autónomas;Tipo de indicador;periodo;Total
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2020;1.129.762
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2018;1.304.756
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2016;1.026.339
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2014;1.070.390
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2013;1.090.397
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2012;1.180.864
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2011;1.085.202
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2010;1.425.452
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2009;1.325.983
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2008;1.297.653
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2007;1.719.236
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2006;1.588.593
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2005;1.453.871
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2004;983.050
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2003;537.222
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2002;513.616
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2001;295.914
Total Nacional;07 Castilla y León;Volumen de aguas residuales tratadas;2000;299.200
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2022;13.577
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2020;11.429
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2018;26.461
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2016;9.387
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2014;10.758
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2013;13.841
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2012;8.438
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2011;2.460
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2010;9.693
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2009;9.430
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2008;8.864
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2007;8.790
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2006;13.845
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2005;4.793
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2004;3.693
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2003;3.505
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2002;18.050
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2001;2.953
Total Nacional;07 Castilla y León;Volumen total de agua reutilizada;2000;2.060
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2022;110.398
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2020;91.994
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2018;96.574
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2016;97.534
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2014;94.668
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2013;97.520
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2012;109.990
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2011;92.986
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2010;111.100
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2009;109.870
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2008;103.715
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2007;129.035
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2006;96.834
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2005;64.651
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2004;47.057
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2003;34.387
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2002;19.284
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2001;20.188
Total Nacional;07 Castilla y León;Importe facturado por alcantarillado y depuración;2000;15.224
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2022;12.620
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2020;9.925
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2018;10.644
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2016;9.880
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2014;10.807
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2013;10.309
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2012;..
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2011;..
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2010;..
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2009;..
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2008;..
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2007;..
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2006;..
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2005;..
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2004;..
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2003;..
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2002;..
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2001;..
Total Nacional;07 Castilla y León;Longitud de la red de alcantarillado (km);2000;..
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2022;54.833
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2020;91.635
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2018;112.992
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2016;89.167
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2014;72.747
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2013;81.278
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2012;77.449
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2011;74.381
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2010;..
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2009;..
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2008;..
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2007;..
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2006;..
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2005;..
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2004;..
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2003;..
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2002;..
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2001;..
Total Nacional;07 Castilla y León;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2000;..
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2022;604.317
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2020;557.720
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2018;646.665
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2016;498.337
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2014;528.160
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2013;636.849
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2012;606.197
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2011;697.040
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2010;581.596
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2009;543.248
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2008;508.587
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2007;429.921
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2006;488.963
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2005;581.152
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2004;492.724
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2003;339.362
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2002;301.625
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2001;336.019
Total Nacional;08 Castilla - La Mancha;Volumen de aguas residuales tratadas;2000;279.765
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2022;2.413
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2020;15.501
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2018;12.385
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2016;18.822
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2014;15.297
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2013;22.348
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2012;4.046
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2011;4.625
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2010;13.587
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2009;19.901
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2008;17.516
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2007;18.041
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2006;16.349
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2005;19.734
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2004;9.193
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2003;5.524
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2002;17.241
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2001;21.562
Total Nacional;08 Castilla - La Mancha;Volumen total de agua reutilizada;2000;13.210
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2022;76.944
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2020;63.428
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2018;65.501
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2016;68.583
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2014;67.524
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2013;79.176
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2012;69.187
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2011;77.744
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2010;67.355
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2009;63.367
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2008;55.097
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2007;51.044
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2006;57.160
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2005;44.159
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2004;27.349
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2003;25.922
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2002;20.303
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2001;18.938
Total Nacional;08 Castilla - La Mancha;Importe facturado por alcantarillado y depuración;2000;15.404
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2022;14.447
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2020;8.305
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2018;8.255
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2016;8.754
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2014;8.062
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2013;8.893
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2012;..
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2011;..
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2010;..
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2009;..
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2008;..
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2007;..
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2006;..
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2005;..
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2004;..
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2003;..
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2002;..
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2001;..
Total Nacional;08 Castilla - La Mancha;Longitud de la red de alcantarillado (km);2000;..
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2022;43.116
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2020;26.118
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2018;52.349
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2016;19.894
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2014;22.461
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2013;33.279
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2012;49.236
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2011;56.593
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2010;..
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2009;..
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2008;..
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2007;..
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2006;..
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2005;..
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2004;..
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2003;..
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2002;..
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2001;..
Total Nacional;08 Castilla - La Mancha;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2000;..
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2022;2.707.751
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2020;1.935.244
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2018;1.775.463
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2016;1.716.803
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2014;1.724.980
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2013;1.788.210
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2012;1.776.438
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2011;1.892.045
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2010;1.894.845
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2009;1.850.979
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2008;1.821.859
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2007;1.805.479
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2006;1.993.776
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2005;1.609.402
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2004;1.960.241
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2003;1.440.621
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2002;1.435.569
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2001;1.609.628
Total Nacional;09 Cataluña;Volumen de aguas residuales tratadas;2000;1.820.654
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2022;339.536
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2020;105.070
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2018;79.245
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2016;83.397
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2014;69.315
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2013;83.247
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2012;78.074
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2011;77.644
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2010;91.424
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2009;116.657
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2008;113.764
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2007;72.931
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2006;106.259
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2005;120.749
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2004;31.062
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2003;11.124
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2002;13.781
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2001;13.452
Total Nacional;09 Cataluña;Volumen total de agua reutilizada;2000;162.572
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2022;622.110
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2020;506.831
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2018;535.777
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2016;560.419
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2014;610.906
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2013;554.671
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2012;581.350
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2011;369.452
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2010;371.912
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2009;361.877
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2008;362.795
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2007;423.628
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2006;142.007
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2005;112.150
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2004;84.293
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2003;134.134
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2002;117.210
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2001;97.457
Total Nacional;09 Cataluña;Importe facturado por alcantarillado y depuración;2000;106.571
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2022;44.613
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2020;14.560
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2018;14.430
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2016;14.197
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2014;14.372
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2013;14.022
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2012;..
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2011;..
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2010;..
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2009;..
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2008;..
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2007;..
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2006;..
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2005;..
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2004;..
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2003;..
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2002;..
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2001;..
Total Nacional;09 Cataluña;Longitud de la red de alcantarillado (km);2000;..
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2022;209.187
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2020;252.523
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2018;216.266
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2016;214.369
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2014;209.593
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2013;205.345
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2012;159.497
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2011;170.341
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2010;..
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2009;..
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2008;..
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2007;..
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2006;..
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2005;..
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2004;..
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2003;..
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2002;..
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2001;..
Total Nacional;09 Cataluña;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2000;..
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2022;745.523
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2020;1.282.866
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2018;1.317.728
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2016;1.153.786
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2014;1.150.165
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2013;1.210.832
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2012;1.233.312
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2011;1.298.793
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2010;1.375.663
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2009;1.377.454
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2008;1.402.775
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2007;1.372.100
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2006;1.334.458
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2005;1.385.387
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2004;1.376.471
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2003;724.831
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2002;625.980
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2001;551.977
Total Nacional;10 Comunitat Valenciana;Volumen de aguas residuales tratadas;2000;637.732
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2022;260.380
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2020;545.832
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2018;562.786
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2016;548.751
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2014;682.044
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2013;663.165
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2012;739.726
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2011;836.164
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2010;427.975
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2009;476.029
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2008;502.987
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2007;426.033
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2006;634.499
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2005;434.495
