Total Nacional;Comunidades y Ciudades Autónomas;Tipo de indicador;periodo;Total
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2004;502.809
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2003;135.196
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2002;66.078
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2001;98.934
Total Nacional;10 Comunitat Valenciana;Volumen total de agua reutilizada;2000;161.472
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2022;232.971
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2020;331.974
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2018;344.083
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2016;338.584
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2014;328.752
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2013;291.896
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2012;282.548
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2011;240.186
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2010;240.154
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2009;232.875
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2008;240.585
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2007;229.849
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2006;195.797
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2005;170.394
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2004;157.394
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2003;74.866
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2002;67.265
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2001;60.010
Total Nacional;10 Comunitat Valenciana;Importe facturado por alcantarillado y depuración;2000;39.727
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2022;11.042
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2020;15.356
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2018;15.205
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2016;15.540
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2014;14.412
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2013;15.965
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2012;..
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2011;..
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2010;..
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2009;..
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2008;..
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2007;..
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2006;..
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2005;..
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2004;..
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2003;..
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2002;..
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2001;..
Total Nacional;10 Comunitat Valenciana;Longitud de la red de alcantarillado (km);2000;..
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2022;67.384
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2020;114.510
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2018;119.221
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2016;136.295
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2014;127.572
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2013;130.447
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2012;130.853
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2011;141.570
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2010;..
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2009;..
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2008;..
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2007;..
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2006;..
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2005;..
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2004;..
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2003;..
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2002;..
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2001;..
Total Nacional;10 Comunitat Valenciana;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2000;..
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2022;225.209
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2020;354.386
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2018;415.490
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2016;404.633
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2014;444.289
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2013;413.603
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2012;449.889
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2011;514.727
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2010;409.066
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2009;347.812
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2008;385.720
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2007;403.993
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2006;282.573
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2005;356.163
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2004;126.298
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2003;266.420
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2002;244.332
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2001;175.387
Total Nacional;11 Extremadura;Volumen de aguas residuales tratadas;2000;150.022
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2022;0
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2020;0
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2018;0
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2016;0
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2014;151
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2013;0
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2012;0
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2011;2.381
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2010;0
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2009;0
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2008;0
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2007;0
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2006;3.253
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2005;6.351
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2004;2.103
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2003;1.293
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2002;17.082
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2001;16.227
Total Nacional;11 Extremadura;Volumen total de agua reutilizada;2000;0
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2022;25.417
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2020;32.712
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2018;31.663
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2016;31.443
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2014;35.030
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2013;31.564
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2012;36.006
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2011;31.216
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2010;33.022
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2009;34.550
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2008;40.789
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2007;40.494
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2006;27.920
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2005;26.257
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2004;18.445
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2003;21.681
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2002;19.447
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2001;19.410
Total Nacional;11 Extremadura;Importe facturado por alcantarillado y depuración;2000;13.288
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2022;3.944
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2020;3.820
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2018;3.874
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2016;3.198
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2014;3.279
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2013;3.547
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2012;..
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2011;..
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2010;..
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2009;..
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2008;..
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2007;..
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2006;..
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2005;..
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2004;..
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2003;..
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2002;..
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2001;..
Total Nacional;11 Extremadura;Longitud de la red de alcantarillado (km);2000;..
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2022;13.905
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2020;32.821
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2018;20.515
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2016;28.854
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2014;23.811
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2013;29.541
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2012;36.211
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2011;121.065
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2010;..
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2009;..
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2008;..
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2007;..
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2006;..
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2005;..
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2004;..
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2003;..
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2002;..
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2001;..
Total Nacional;11 Extremadura;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2000;..
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2022;1.498.152
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2020;1.047.977
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2018;1.039.852
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2016;891.827
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2014;904.492
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2013;978.384
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2012;955.690
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2011;827.195
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2010;834.061
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2009;896.645
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2008;737.520
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2007;751.661
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2006;679.221
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2005;743.950
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2004;1.140.686
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2003;497.878
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2002;523.872
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2001;447.168
Total Nacional;12 Galicia;Volumen de aguas residuales tratadas;2000;373.745
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2022;923
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2020;89.700
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2018;189.218
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2016;78.630
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2014;1.254
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2013;0
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2012;2.580
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2011;1.466
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2010;1.444
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2009;1.671
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2008;1.658
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2007;1.394
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2006;1.642
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2005;2.559
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2004;4.107
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2003;1.561
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2002;574
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2001;162
Total Nacional;12 Galicia;Volumen total de agua reutilizada;2000;0
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2022;157.305
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2020;97.583
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2018;104.719
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2016;90.172
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2014;81.438
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2013;78.133
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2012;73.275
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2011;78.129
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2010;75.332
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2009;67.028
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2008;58.898
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2007;63.784
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2006;48.848
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2005;65.217
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2004;63.441
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2003;29.509
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2002;27.007
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2001;29.122
Total Nacional;12 Galicia;Importe facturado por alcantarillado y depuración;2000;22.814
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2022;19.184
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2020;12.210
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2018;12.077
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2016;12.898
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2014;13.502
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2013;13.809
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2012;..
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2011;..
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2010;..
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2009;..
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2008;..
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2007;..
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2006;..
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2005;..
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2004;..
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2003;..
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2002;..
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2001;..
Total Nacional;12 Galicia;Longitud de la red de alcantarillado (km);2000;..
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2022;68.136
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2020;38.988
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2018;46.358
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2016;45.462
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2014;25.146
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2013;23.695
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2012;67.245
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2011;48.954
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2010;..
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2009;..
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2008;..
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2007;..
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2006;..
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2005;..
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2004;..
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2003;..
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2002;..
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2001;..
Total Nacional;12 Galicia;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2000;..
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2022;1.634.765
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2020;1.401.292
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2018;1.487.112
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2016;1.500.326
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2014;1.681.915
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2013;1.687.026
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2012;1.570.983
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2011;1.656.841
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2010;1.549.957
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2009;1.428.676
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2008;1.515.336
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2007;1.432.331
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2006;1.843.835
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2005;2.043.836
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2004;2.102.584
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2003;1.133.616
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2002;1.107.471
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2001;1.145.424
Total Nacional;13 Madrid, Comunidad de;Volumen de aguas residuales tratadas;2000;1.129.075
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2022;61.713
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2020;36.320
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2018;34.832
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2016;34.178
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2014;39.865
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2013;29.175
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2012;31.160
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2011;24.874
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2010;18.677
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2009;17.051
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2008;16.945
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2007;17.352
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2006;15.392
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2005;13.526
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2004;12.980
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2003;4.139
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2002;7.204
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2001;4.486
Total Nacional;13 Madrid, Comunidad de;Volumen total de agua reutilizada;2000;7.887
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2022;356.955
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2020;294.720
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2018;291.575
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2016;312.980
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2014;311.654
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2013;306.426
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2012;293.606
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2011;283.401
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2010;266.204
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2009;270.007
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2008;257.560
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2007;215.085
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2006;192.405
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2005;165.388
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2004;158.221
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2003;109.766
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2002;95.874
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2001;94.435
Total Nacional;13 Madrid, Comunidad de;Importe facturado por alcantarillado y depuración;2000;54.241
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2022;22.048
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2020;15.183
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2018;15.083
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2016;14.841
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2014;14.188
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2013;12.233
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2012;..
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2011;..
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2010;..
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2009;..
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2008;..
